training_seed,perturbation,clean_accuracy,clean_macro_f1,mean_accuracy,accuracy_std,mean_macro_f1,macro_f1_std,mean_accuracy_drop,mean_accuracy_retention
42,clean,0.8506493506493507,0.8424108148265075,0.8506493506493507,0.0,0.8424108148265075,0.0,0.0,1.0
42,typo,0.8506493506493507,0.8424108148265075,0.6851298701298701,0.0051285456854195405,0.6787119886242473,0.00555677158145686,0.16551948051948054,0.8054198473282442
42,char_delete,0.8506493506493507,0.8424108148265075,0.7391883116883117,0.004342646254122784,0.7306818698982658,0.00430853447504518,0.11146103896103896,0.868969465648855
42,word_delete,0.8506493506493507,0.8424108148265075,0.6964285714285714,0.004380109598451957,0.6906884672963912,0.00402429111064943,0.1542207792207792,0.818702290076336
