seed,model_name,dataset,num_epochs,learning_rate,weight_decay,train_batch_size,eval_batch_size,max_length,training_seconds,training_loss,reused_existing_model,source_model_path,evaluation_seconds
42,distilbert-base-uncased,banking77,3,2e-05,0.01,16,32,64,,,True,results\distilbert\baseline\final_model,5804.6192264556885
