training_seed,condition,perturbation,perturbation_seed,requested_severity,realized_severity,accuracy,macro_f1,accuracy_drop,macro_f1_drop,accuracy_retention,relative_accuracy_drop
123,clean,clean,,0.0,0.0,0.8545454545454545,0.8475754012896646,0.0,0.0,1.0,0.0
123,perturbed,typo,1.0,0.2,0.2012570294409527,0.699025974025974,0.690830969683817,0.1555194805194805,0.1567444316058476,0.8180091185410334,0.18199088145896655
123,perturbed,typo,7.0,0.2,0.20317565332451207,0.687987012987013,0.6808854863405934,0.16655844155844146,0.16668991494907115,0.8050911854103344,0.19490881458966555
123,perturbed,typo,21.0,0.2,0.199900760833609,0.7012987012987013,0.6940854694052083,0.1532467532467532,0.15348993188445625,0.8206686930091186,0.1793313069908814
123,perturbed,typo,42.0,0.2,0.20264637777042674,0.6912337662337662,0.6842626949540607,0.1633116883116883,0.1633127063356039,0.8088905775075987,0.1911094224924012
123,perturbed,typo,84.0,0.2,0.19870989083691698,0.6983766233766234,0.6879150600938955,0.15616883116883107,0.1596603411957691,0.8172492401215806,0.18275075987841935
123,perturbed,typo,123.0,0.2,0.1988422097254383,0.6938311688311688,0.6886164598506918,0.1607142857142857,0.15895894143897282,0.8119300911854104,0.18806990881458965
123,perturbed,typo,256.0,0.2,0.20251405888190538,0.7022727272727273,0.6937627509265972,0.15227272727272723,0.15381265036306735,0.821808510638298,0.1781914893617021
123,perturbed,typo,512.0,0.2,0.19986768111147865,0.7100649350649351,0.7008180528915191,0.14448051948051943,0.14675734839814547,0.8309270516717325,0.16907294832826744
123,perturbed,typo,1024.0,0.2,0.19831293417135296,0.7084415584415584,0.6999093517886057,0.14610389610389607,0.14766604950105888,0.8290273556231004,0.17097264437689966
123,perturbed,typo,2026.0,0.2,0.2008600727753887,0.7045454545454546,0.6975357902420529,0.1499999999999999,0.15003961104761165,0.824468085106383,0.1755319148936169
123,perturbed,char_delete,1.0,0.2,0.20052867769103092,0.740909090909091,0.7328673244991853,0.11363636363636354,0.11470807679047923,0.8670212765957448,0.1329787234042552
123,perturbed,char_delete,7.0,0.2,0.20237290219462717,0.7516233766233766,0.7435448181648215,0.10292207792207786,0.10403058312484303,0.8795592705167173,0.1204407294832826
123,perturbed,char_delete,21.0,0.2,0.20089752259175017,0.7441558441558441,0.7357563789765366,0.11038961038961037,0.11181902231312801,0.8708206686930091,0.12917933130699086
123,perturbed,char_delete,42.0,0.2,0.2044630232987029,0.7512987012987012,0.7437423741153399,0.10324675324675325,0.10383302717432463,0.8791793313069909,0.12082066869300913
123,perturbed,char_delete,84.0,0.2,0.19677875453371857,0.7516233766233766,0.743411421368707,0.10292207792207786,0.1041639799209576,0.8795592705167173,0.1204407294832826
123,perturbed,char_delete,123.0,0.2,0.19751644433515705,0.7461038961038962,0.7374300740145701,0.10844155844155834,0.11014532727509452,0.8731003039513678,0.1268996960486321
123,perturbed,char_delete,256.0,0.2,0.20114341919222967,0.7470779220779221,0.7400013429996434,0.10746753246753238,0.1075740582900212,0.8742401215805472,0.1257598784194528
123,perturbed,char_delete,512.0,0.2,0.20194258314378805,0.7555194805194805,0.748534602698297,0.09902597402597402,0.09904079859136761,0.8841185410334347,0.11588145896656535
123,perturbed,char_delete,1024.0,0.2,0.19561074568144096,0.750974025974026,0.745909302791905,0.10357142857142854,0.10166609849775954,0.8787993920972644,0.12120060790273553
123,perturbed,char_delete,2026.0,0.2,0.20563103215098053,0.7448051948051948,0.7368197840349028,0.1097402597402597,0.1107556172547618,0.871580547112462,0.12841945288753795
123,perturbed,word_delete,1.0,0.2,0.2012213197367641,0.700974025974026,0.6966834878587234,0.15357142857142847,0.15089191343094122,0.8202887537993923,0.1797112462006078
123,perturbed,word_delete,7.0,0.2,0.20062844607814076,0.6915584415584416,0.6894395351507054,0.1629870129870129,0.15813586613895914,0.8092705167173253,0.1907294832826747
123,perturbed,word_delete,21.0,0.2,0.1994130550779629,0.7032467532467532,0.7012680625548102,0.15129870129870127,0.14630733873485435,0.8229483282674772,0.17705167173252276
123,perturbed,word_delete,42.0,0.2,0.20125096341969526,0.700974025974026,0.69808025939129,0.15357142857142847,0.14949514189837454,0.8202887537993923,0.1797112462006078
123,perturbed,word_delete,84.0,0.2,0.197841939882611,0.700974025974026,0.6979419170398582,0.15357142857142847,0.14963348424980638,0.8202887537993923,0.1797112462006078
123,perturbed,word_delete,123.0,0.2,0.2023774233710796,0.6944805194805195,0.69145609789281,0.16006493506493502,0.15611930339685454,0.8126899696048633,0.18731003039513675
123,perturbed,word_delete,256.0,0.2,0.20225884863935495,0.6938311688311688,0.6896673069846821,0.1607142857142857,0.15790809430498243,0.8119300911854104,0.18806990881458965
123,perturbed,word_delete,512.0,0.2,0.1982273077607162,0.7090909090909091,0.7041086912222436,0.1454545454545454,0.14346671006742095,0.8297872340425533,0.17021276595744675
123,perturbed,word_delete,1024.0,0.2,0.197664077785024,0.6970779220779221,0.6941047391754415,0.15746753246753242,0.1534706621142231,0.8157294832826748,0.1842705167173252
123,perturbed,word_delete,2026.0,0.2,0.20071737712693424,0.7025974025974026,0.700769885304086,0.15194805194805194,0.14680551598557856,0.8221884498480243,0.1778115501519757
