training_seed,perturbation,clean_accuracy,clean_macro_f1,mean_accuracy,accuracy_std,mean_macro_f1,macro_f1_std,mean_accuracy_drop,mean_accuracy_retention
123,clean,0.8545454545454545,0.8475754012896646,0.8545454545454545,0.0,0.8475754012896646,0.0,0.0,1.0
123,typo,0.8545454545454545,0.8475754012896646,0.6997077922077922,0.00716487816331997,0.6918622086177042,0.00659231453246178,0.1548376623376623,0.818806990881459
123,char_delete,0.8545454545454545,0.8475754012896646,0.7484090909090908,0.004479133775722826,0.7408017423663907,0.005001577131585795,0.10613636363636358,0.8757978723404257
123,word_delete,0.8545454545454545,0.8475754012896646,0.6994805194805195,0.0052535459579423766,0.6963519982574651,0.005065828558930871,0.155064935064935,0.8185410334346503
