dataset,model,perturbation,run,seed,requested_severity,realized_severity,accuracy,macro_f1,accuracy_drop,macro_f1_drop,accuracy_retention,relative_accuracy_drop
hwu64,char_tfidf_svm,typo,1,1,0.2,0.2038863109048724,0.8197026022304833,0.8214943901534272,0.05762081784386619,0.05405653956254952,0.934322033898305,0.06567796610169493
hwu64,char_tfidf_svm,typo,2,7,0.2,0.2111368909512761,0.8141263940520446,0.8136353005685604,0.06319702602230493,0.06191562914741633,0.9279661016949151,0.07203389830508485
hwu64,char_tfidf_svm,typo,3,21,0.2,0.2049013921113689,0.8262081784386617,0.8196206401424311,0.051115241635687814,0.05593028957354562,0.9417372881355931,0.05826271186440687
hwu64,char_tfidf_svm,typo,4,42,0.2,0.20417633410672853,0.8159851301115242,0.8139901293588436,0.06133828996282531,0.06156080035713307,0.9300847457627118,0.06991525423728817
hwu64,char_tfidf_svm,typo,5,84,0.2,0.1941705336426914,0.8234200743494424,0.8161303671368398,0.05390334572490707,0.05942056257913686,0.9385593220338982,0.0614406779661017
hwu64,char_tfidf_svm,typo,6,123,0.2,0.20171113689095127,0.8150557620817844,0.8123892881741834,0.06226765799256506,0.06316164154179327,0.9290254237288136,0.07097457627118645
hwu64,char_tfidf_svm,typo,7,256,0.2,0.20374129930394433,0.828996282527881,0.8261805286339976,0.048327137546468446,0.0493704010819791,0.9449152542372881,0.05508474576271191
hwu64,char_tfidf_svm,typo,8,512,0.2,0.19489559164733178,0.8280669144981413,0.8220479827362263,0.0492565055762082,0.05350294697975044,0.9438559322033898,0.056144067796610186
hwu64,char_tfidf_svm,typo,9,1024,0.2,0.19736078886310904,0.8104089219330854,0.8112012539025439,0.06691449814126404,0.06434967581343276,0.9237288135593219,0.07627118644067808
hwu64,char_tfidf_svm,typo,10,2026,0.2,0.20026102088167053,0.820631970260223,0.8153532706821371,0.05669144981412644,0.06019765903383956,0.9353813559322034,0.06461864406779666
hwu64,char_tfidf_svm,char_delete,1,1,0.2,0.20075135008217893,0.8513011152416357,0.8493400934266591,0.02602230483271384,0.02621083628931764,0.9703389830508473,0.029661016949152637
hwu64,char_tfidf_svm,char_delete,2,7,0.2,0.20943883540737263,0.8466542750929368,0.8467596273660463,0.03066914498141271,0.028791302349930437,0.9650423728813559,0.03495762711864415
hwu64,char_tfidf_svm,char_delete,3,21,0.2,0.20638647569852078,0.8429368029739777,0.8397691808233247,0.03438661710037183,0.035781748892651954,0.9608050847457626,0.03919491525423738
hwu64,char_tfidf_svm,char_delete,4,42,0.2,0.20380370979103077,0.8447955390334573,0.8457298107006623,0.032527881040892215,0.029821119015314368,0.9629237288135593,0.0370762711864407
hwu64,char_tfidf_svm,char_delete,5,84,0.2,0.19229866165766613,0.8578066914498141,0.858290092252485,0.01951672862453535,0.01726083746349172,0.9777542372881356,0.022245762711864445
hwu64,char_tfidf_svm,char_delete,6,123,0.2,0.19652500586992253,0.8438661710037175,0.8445468343647072,0.03345724907063197,0.031004095351269467,0.961864406779661,0.03813559322033898
hwu64,char_tfidf_svm,char_delete,7,256,0.2,0.211082413712139,0.8447955390334573,0.8447281605298378,0.032527881040892215,0.03082276918613891,0.9629237288135593,0.0370762711864407
hwu64,char_tfidf_svm,char_delete,8,512,0.2,0.19675980277060343,0.8513011152416357,0.8513049686837849,0.02602230483271384,0.024245961032191787,0.9703389830508473,0.029661016949152637
hwu64,char_tfidf_svm,char_delete,9,1024,0.2,0.19887297487673164,0.8513011152416357,0.850117653098148,0.02602230483271384,0.025433276617828682,0.9703389830508473,0.029661016949152637
hwu64,char_tfidf_svm,char_delete,10,2026,0.2,0.20638647569852078,0.8475836431226765,0.8442750085163158,0.029739776951672958,0.03127592119966094,0.9661016949152541,0.03389830508474587
hwu64,char_tfidf_svm,word_delete,1,1,0.2,0.19360667129951356,0.7732342007434945,0.7727148510027355,0.10408921933085502,0.10283607871324119,0.8813559322033898,0.11864406779661016
hwu64,char_tfidf_svm,word_delete,2,7,0.2,0.20403057678943712,0.79182156133829,0.789641497741898,0.08550185873605953,0.08590943197407874,0.9025423728813559,0.09745762711864413
hwu64,char_tfidf_svm,word_delete,3,21,0.2,0.19638637943015982,0.79182156133829,0.7904567085999912,0.08550185873605953,0.08509422111598552,0.9025423728813559,0.09745762711864413
hwu64,char_tfidf_svm,word_delete,4,42,0.2,0.19888811674774148,0.7769516728624535,0.7698951625246522,0.10037174721189601,0.10565576719132452,0.8855932203389829,0.11440677966101706
hwu64,char_tfidf_svm,word_delete,5,84,0.2,0.20430854760250175,0.775092936802974,0.7675322211296496,0.10223048327137552,0.10801870858632712,0.8834745762711864,0.11652542372881361
hwu64,char_tfidf_svm,word_delete,6,123,0.2,0.19777623349548298,0.7862453531598513,0.7845239096679077,0.09107806691449816,0.09102702004806895,0.896186440677966,0.10381355932203391
hwu64,char_tfidf_svm,word_delete,7,256,0.2,0.21056289089645588,0.7788104089219331,0.7728611438421142,0.0985130111524164,0.10268978587386246,0.8877118644067796,0.11228813559322037
hwu64,char_tfidf_svm,word_delete,8,512,0.2,0.19638637943015982,0.7927509293680297,0.7934086331297168,0.08457249070631978,0.08214229658625993,0.9036016949152541,0.09639830508474585
hwu64,char_tfidf_svm,word_delete,9,1024,0.2,0.19972202918693538,0.7825278810408922,0.7806806478969159,0.09479553903345728,0.09487028181906076,0.8919491525423728,0.10805084745762715
hwu64,char_tfidf_svm,word_delete,10,2026,0.2,0.19944405837387075,0.7788104089219331,0.7734386738864201,0.0985130111524164,0.10211225582955663,0.8877118644067796,0.11228813559322037
