dataset,model,perturbation,run,seed,requested_severity,realized_severity,accuracy,macro_f1,accuracy_drop,macro_f1_drop,accuracy_retention,relative_accuracy_drop
hwu64,tfidf_svm,typo,1,1,0.1,0.09643271461716937,0.8169144981412639,0.8094283957617133,0.04275092936802971,0.04877105217051003,0.9502702702702703,0.0497297297297297
hwu64,tfidf_svm,typo,2,7,0.1,0.1031032482598608,0.828996282527881,0.8276587638932054,0.0306691449814126,0.030540684039017996,0.9643243243243244,0.03567567567567563
hwu64,tfidf_svm,typo,3,21,0.1,0.10005800464037123,0.820631970260223,0.816464353364212,0.03903345724907059,0.04173509456801139,0.9545945945945946,0.04540540540540536
hwu64,tfidf_svm,typo,4,42,0.1,0.10353828306264501,0.8131970260223048,0.8118117259820529,0.04646840148698883,0.04638772195017049,0.9459459459459459,0.054054054054054036
hwu64,tfidf_svm,typo,5,84,0.1,0.09817285382830626,0.820631970260223,0.8177275493770375,0.03903345724907059,0.04047189855518585,0.9545945945945946,0.04540540540540536
hwu64,tfidf_svm,typo,6,123,0.1,0.10150812064965198,0.8215613382899628,0.8208174438287887,0.03810408921933084,0.03738200410343462,0.9556756756756757,0.04432432432432431
hwu64,tfidf_svm,typo,7,256,0.1,0.1031032482598608,0.8169144981412639,0.8182587780611037,0.04275092936802971,0.03994066987111966,0.9502702702702703,0.0497297297297297
hwu64,tfidf_svm,typo,8,512,0.1,0.10498839907192575,0.8085501858736059,0.803947129139656,0.0511152416356877,0.05425231879256731,0.9405405405405406,0.05945945945945943
hwu64,tfidf_svm,typo,9,1024,0.1,0.09817285382830626,0.8178438661710037,0.8217871615636665,0.04182156133828996,0.03641228636855687,0.9513513513513514,0.048648648648648644
hwu64,tfidf_svm,typo,10,2026,0.1,0.09831786542923433,0.820631970260223,0.8221072981537323,0.03903345724907059,0.03609214977849107,0.9545945945945946,0.04540540540540536
hwu64,tfidf_svm,char_delete,1,1,0.1,0.09767551068325898,0.8234200743494424,0.820985363948064,0.036245353159851224,0.037214083984159374,0.9578378378378379,0.04216216216216207
hwu64,tfidf_svm,char_delete,2,7,0.1,0.11152852782343273,0.8178438661710037,0.8173124543419061,0.04182156133828996,0.04088699359031722,0.9513513513513514,0.048648648648648644
hwu64,tfidf_svm,char_delete,3,21,0.1,0.10190185489551538,0.8178438661710037,0.8142121395887834,0.04182156133828996,0.04398730834344,0.9513513513513514,0.048648648648648644
hwu64,tfidf_svm,char_delete,4,42,0.1,0.1044846208030054,0.8234200743494424,0.8221266669722516,0.036245353159851224,0.036072780959971795,0.9578378378378379,0.04216216216216207
hwu64,tfidf_svm,char_delete,5,84,0.1,0.09204038506691711,0.8150557620817844,0.816441332067363,0.044609665427509215,0.041758115864860335,0.9481081081081082,0.051891891891891806
hwu64,tfidf_svm,char_delete,6,123,0.1,0.10072787039211083,0.8197026022304833,0.8206967426059724,0.03996282527881034,0.037502705326250996,0.9535135135135135,0.046486486486486414
hwu64,tfidf_svm,char_delete,7,256,0.1,0.10589340220709087,0.8187732342007435,0.8165439055844526,0.040892193308550095,0.0416555423477708,0.9524324324324326,0.04756756756756746
hwu64,tfidf_svm,char_delete,8,512,0.1,0.10495421460436723,0.8215613382899628,0.8215073524428542,0.03810408921933084,0.036692095489369136,0.9556756756756757,0.04432432432432431
hwu64,tfidf_svm,char_delete,9,1024,0.1,0.09767551068325898,0.8178438661710037,0.8148822318262795,0.04182156133828996,0.043317216105943857,0.9513513513513514,0.048648648648648644
hwu64,tfidf_svm,char_delete,10,2026,0.1,0.09955388588870627,0.8262081784386617,0.8276003341753749,0.03345724907063197,0.03059911375684843,0.961081081081081,0.03891891891891892
hwu64,tfidf_svm,word_delete,1,1,0.1,0.10215427380125087,0.8262081784386617,0.825389027041098,0.03345724907063197,0.0328104208911254,0.961081081081081,0.03891891891891892
hwu64,tfidf_svm,word_delete,2,7,0.1,0.09687282835302294,0.8159851301115242,0.8157704083234567,0.04368029739776946,0.04242903960876665,0.9491891891891893,0.05081081081081075
hwu64,tfidf_svm,word_delete,3,21,0.1,0.10326615705350937,0.820631970260223,0.818877914389707,0.03903345724907059,0.03932153354251633,0.9545945945945946,0.04540540540540536
hwu64,tfidf_svm,word_delete,4,42,0.1,0.09701181375955524,0.8150557620817844,0.8123652157348068,0.044609665427509215,0.04583423219741656,0.9481081081081082,0.051891891891891806
hwu64,tfidf_svm,word_delete,5,84,0.1,0.09965253648366922,0.8159851301115242,0.8097290966562821,0.04368029739776946,0.04847035127594124,0.9491891891891893,0.05081081081081075
hwu64,tfidf_svm,word_delete,6,123,0.1,0.10062543432939541,0.8215613382899628,0.8195883816335076,0.03810408921933084,0.0386110662987158,0.9556756756756757,0.04432432432432431
hwu64,tfidf_svm,word_delete,7,256,0.1,0.10687977762334955,0.8048327137546468,0.8054626634613937,0.05483271375464682,0.052736784470829634,0.9362162162162162,0.06378378378378377
hwu64,tfidf_svm,word_delete,8,512,0.1,0.10229325920778318,0.820631970260223,0.8207719836057654,0.03903345724907059,0.03742746432645794,0.9545945945945946,0.04540540540540536
hwu64,tfidf_svm,word_delete,9,1024,0.1,0.09812369701181375,0.8131970260223048,0.8110720308894309,0.04646840148698883,0.04712741704279244,0.9459459459459459,0.054054054054054036
hwu64,tfidf_svm,word_delete,10,2026,0.1,0.09715079916608756,0.8169144981412639,0.8110495398997568,0.04275092936802971,0.04714990803246655,0.9502702702702703,0.0497297297297297
