dataset,perturbation,word_clean_accuracy,char_clean_accuracy,clean_accuracy_difference,word_mean_accuracy,char_mean_accuracy,perturbed_accuracy_difference,word_retention,char_retention,retention_difference,word_relative_drop,char_relative_drop,relative_drop_difference
banking77,typo,0.8905844155844156,0.903896103896104,0.013311688311688386,0.7952922077922079,0.853116883116883,0.05782467532467517,0.8930003645643456,0.9438218390804596,0.05082147451611396,0.1069996354356544,0.0561781609195401,-0.050821474516114296
banking77,char_delete,0.8905844155844156,0.903896103896104,0.013311688311688386,0.8192207792207793,0.8843506493506492,0.06512987012986993,0.9198687568355816,0.9783764367816092,0.05850767994602768,0.0801312431644185,0.0216235632183907,-0.0585076799460278
banking77,word_delete,0.8905844155844156,0.903896103896104,0.013311688311688386,0.7850324675324676,0.792142857142857,0.007110389610389456,0.8814801312431644,0.8763649425287356,-0.005115188714428731,0.1185198687568355,0.1236350574712643,0.0051151887144288005
clinc150,typo,0.9113333333333332,0.9164444444444444,0.005111111111111177,0.8111777777777777,0.8542444444444446,0.04306666666666692,0.8900999756157034,0.932129000969932,0.04202902535422859,0.1099000243842965,0.0678709990300678,-0.0420290253542287
clinc150,char_delete,0.9113333333333332,0.9164444444444444,0.005111111111111177,0.836288888888889,0.8891333333333333,0.05284444444444436,0.917654230675445,0.9701988360814744,0.05254460540602934,0.0823457693245549,0.0298011639185256,-0.052544605406029295
clinc150,word_delete,0.9113333333333332,0.9164444444444444,0.005111111111111177,0.8085999999999999,0.8092666666666668,0.0006666666666669263,0.8872713972201902,0.8830504364694471,-0.004220960750743075,0.1127286027798098,0.1169495635305527,0.004220960750742908
hwu64,typo,0.8596654275092936,0.8773234200743495,0.017657992565055847,0.7696096654275093,0.8202602230483272,0.05065055762081794,0.8952432432432433,0.9349576271186442,0.03971438387540083,0.1047567567567567,0.0650423728813559,-0.0397143838754008
hwu64,char_delete,0.8596654275092936,0.8773234200743495,0.017657992565055847,0.7846654275092937,0.8482342007434944,0.06356877323420074,0.9127567567567568,0.9668432203389832,0.05408646358222635,0.0872432432432432,0.033156779661017,-0.0540864635822262
hwu64,word_delete,0.8596654275092936,0.8773234200743495,0.017657992565055847,0.7638475836431227,0.7828066914498141,0.01895910780669141,0.8885405405405405,0.8922669491525423,0.003726408612001797,0.1114594594594594,0.1077330508474576,-0.003726408612001797
