train_fraction,train_percent,train_samples,n_runs,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,accuracy_range,accuracy_peak_mean_gap,accuracy_ci_lower,accuracy_ci_upper,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,macro_f1_peak_mean_gap
0.2,20,2000,10,0.714512987012987,0.006411915250850238,0.702922077922078,0.7227272727272728,0.019805194805194826,0.00821428571428573,0.7099261791577927,0.7190997948681814,0.7007766530533153,0.006875176501544535,0.6877112965308072,0.7100641358124179,0.009287482759102628
0.4,40,4001,10,0.7926298701298702,0.004808533023986501,0.7860389610389611,0.8016233766233766,0.015584415584415479,0.008993506493506387,0.7891900528235735,0.7960696874361669,0.7869523324258166,0.005215505188162142,0.7794419409010012,0.7960018210502018,0.009049488624385149
0.6,60,6001,10,0.8264285714285714,0.004172495501306131,0.8220779220779221,0.8363636363636363,0.014285714285714235,0.009935064935064908,0.8234437479565805,0.8294133949005623,0.8237193398515743,0.00428265485919292,0.8199077745880924,0.8338422071157218,0.010122867264147462
0.8,80,8002,10,0.8472727272727273,0.0031523059280953746,0.8425324675324676,0.8535714285714285,0.01103896103896096,0.006298701298701248,0.845017703457332,0.8495277510881226,0.8459586335513574,0.003133227265944304,0.8416166751527006,0.8523468373613813,0.006388203810023918
1.0,100,10003,1,0.8588,0.0,0.8588,0.8588,0.0,0.0,0.8588,0.8588,0.8581,0.0,0.8581,0.8581,0.0
