dataset,model,perturbation,requested_severity,mean_realized_severity,clean_accuracy,clean_macro_f1,mean_accuracy,accuracy_std,mean_macro_f1,macro_f1_std,mean_drop,drop_std,drop_ci_lower,drop_ci_upper,accuracy_retention,retention_std,relative_accuracy_drop,relative_drop_std
banking77,char_tfidf_svm,typo,0.2,0.20060866688719817,0.9038961038961039,0.903537408246078,0.853116883116883,0.005533680062779139,0.8528730492093946,0.0054909072655517956,0.050779220779220736,0.005533680062779139,0.0468206645308795,0.054737777027561975,0.9438218390804597,0.006122031103936695,0.05617816091954018,0.00612203110393669
banking77,char_tfidf_svm,char_delete,0.2,0.2006885104813426,0.9038961038961039,0.903537408246078,0.8843506493506492,0.0030333936002346165,0.8840034398690666,0.003077400911851892,0.019545454545454522,0.0030333936002346165,0.017375495484999472,0.021715413605909572,0.9783764367816092,0.0033559095864664572,0.02162356321839078,0.0033559095864664572
banking77,char_tfidf_svm,word_delete,0.2,0.2001600758878283,0.9038961038961039,0.903537408246078,0.792142857142857,0.005178545983734255,0.7928269929468692,0.005067841875409612,0.11175324675324672,0.005178545983734255,0.10804873812089577,0.11545775538559766,0.8763649425287356,0.0057291385164876165,0.12363505747126433,0.005729138516487614
